timestamp,region,region_name,total_generation_mwh,total_co2_kg,carbon_intensity_kg_per_mwh,hour,day_of_week,month,lag_1,lag_24,target_carbon_intensity_24h
2024-01-02 21:00:00,CISO,California Independent System Operator,22440,5697858.0,253.91524064171122,21,1,1,249.6047864310452,250.07290825934894,214.64261183323913
2024-01-02 22:00:00,CISO,California Independent System Operator,21892,5328547.0,243.40156221450758,22,1,1,253.91524064171122,244.18039113428944,224.20882196162046
2024-01-02 23:00:00,CISO,California Independent System Operator,21163,5046150.0,238.44209233095498,23,1,1,243.40156221450758,236.79128997261972,217.61931172432605
2024-01-03 00:00:00,CISO,California Independent System Operator,21465,4915147.0,228.98425343582576,0,2,1,238.44209233095498,210.28076221366308,221.68471209341863
2024-01-03 01:00:00,CISO,California Independent System Operator,21388,5064975.0,236.81386758930242,1,2,1,228.98425343582576,210.6423028921808,218.45267489711935
2024-01-03 02:00:00,CISO,California Independent System Operator,21919,5974276.0,272.56152196724304,2,2,1,236.81386758930242,269.1471003444576,246.0830335861322
2024-01-03 03:00:00,CISO,California Independent System Operator,23823,6187283.0,259.71888511102713,3,2,1,272.56152196724304,276.9914094650206,245.54062409827281
2024-01-03 04:00:00,CISO,California Independent System Operator,23540,6156853.0,261.5485556499575,4,2,1,259.71888511102713,278.73182730923696,253.3778609895658
2024-01-03 05:00:00,CISO,California Independent System Operator,23179,6096923.0,263.0364985547263,5,2,1,261.5485556499575,284.9381364562118,253.27113053163689
2024-01-03 06:00:00,CISO,California Independent System Operator,23059,6076745.0,263.5302918600113,6,2,1,263.0364985547263,297.82154864467327,256.1268653431351
2024-01-03 07:00:00,CISO,California Independent System Operator,20841,6018444.0,288.7790413127969,7,2,1,263.5302918600113,295.40246482598116,261.44204901418834
2024-01-03 08:00:00,CISO,California Independent System Operator,19327,5981610.0,309.4950069850468,8,2,1,288.7790413127969,315.8956754600877,266.35828017724106
2024-01-03 09:00:00,CISO,California Independent System Operator,18325,5939546.0,324.1225648021828,9,2,1,309.4950069850468,322.0524653121903,276.95196640721014
2024-01-03 10:00:00,CISO,California Independent System Operator,18302,5721867.0,312.63615998251555,10,2,1,324.1225648021828,328.5590126783855,268.34387222946543
2024-01-03 11:00:00,CISO,California Independent System Operator,17807,5684537.0,319.23047116302575,11,2,1,312.63615998251555,338.55269714712847,273.9521233743814
2024-01-03 12:00:00,CISO,California Independent System Operator,17770,5735490.0,322.76252110298253,12,2,1,319.23047116302575,338.35351043643266,279.836093393411
2024-01-03 13:00:00,CISO,California Independent System Operator,18118,5611848.0,309.7388232696766,13,2,1,322.76252110298253,335.1634199812089,279.9992911153119
2024-01-03 14:00:00,CISO,California Independent System Operator,18630,5474183.0,293.83698336017176,14,2,1,309.7388232696766,326.3272583682644,279.15084525357605
2024-01-03 15:00:00,CISO,California Independent System Operator,19439,5477986.0,281.80389937754,15,2,1,293.83698336017176,321.0858034321373,281.15947920672414
2024-01-03 16:00:00,CISO,California Independent System Operator,21026,5727353.0,272.39384571482924,16,2,1,281.80389937754,289.96522003650375,268.9206317769966
2024-01-03 17:00:00,CISO,California Independent System Operator,21841,5698533.0,260.90989423561194,17,2,1,272.39384571482924,275.5634047481181,255.97522196050008
2024-01-03 18:00:00,CISO,California Independent System Operator,23263,5507951.0,236.76873146197826,18,2,1,260.90989423561194,247.36650593803017,218.81833299533562
2024-01-03 19:00:00,CISO,California Independent System Operator,23672,5005022.0,211.43215613382898,19,2,1,236.76873146197826,239.15445997239476,188.71224506312723
2024-01-03 20:00:00,CISO,California Independent System Operator,23621,5075348.0,214.86592438931459,20,2,1,211.43215613382898,249.6047864310452,198.6290851708816
2024-01-03 21:00:00,CISO,California Independent System Operator,23003,4937424.0,214.64261183323913,21,2,1,214.86592438931459,253.91524064171122,200.67350500106406
2024-01-03 22:00:00,CISO,California Independent System Operator,22512,5047389.0,224.20882196162046,22,2,1,214.64261183323913,243.40156221450758,210.69564104751345
2024-01-03 23:00:00,CISO,California Independent System Operator,21997,4786972.0,217.61931172432605,23,2,1,224.20882196162046,238.44209233095498,209.87396372511887
2024-01-04 00:00:00,CISO,California Independent System Operator,22351,4954875.0,221.68471209341863,0,3,1,217.61931172432605,228.98425343582576,201.5552697024269
2024-01-04 01:00:00,CISO,California Independent System Operator,22599,4936812.0,218.45267489711935,1,3,1,221.68471209341863,236.81386758930242,219.35677577665632
2024-01-04 02:00:00,CISO,California Independent System Operator,23075,5678366.0,246.0830335861322,2,3,1,218.45267489711935,272.56152196724304,255.9319538952923
2024-01-04 03:00:00,CISO,California Independent System Operator,24259,5956570.0,245.54062409827281,3,3,1,246.0830335861322,259.71888511102713,250.40230832646333
2024-01-04 04:00:00,CISO,California Independent System Operator,23768,6022285.0,253.3778609895658,4,3,1,245.54062409827281,261.5485556499575,255.57190837065104
2024-01-04 05:00:00,CISO,California Independent System Operator,23343,5912108.0,253.27113053163689,5,3,1,253.3778609895658,263.0364985547263,265.1620517278852
2024-01-04 06:00:00,CISO,California Independent System Operator,22717,5818434.0,256.1268653431351,6,3,1,253.27113053163689,263.5302918600113,277.6208168157094
2024-01-04 07:00:00,CISO,California Independent System Operator,21708,5675384.0,261.44204901418834,7,3,1,256.1268653431351,288.7790413127969,290.3261035200894
2024-01-04 08:00:00,CISO,California Independent System Operator,20537,5470200.0,266.35828017724106,8,3,1,261.44204901418834,309.4950069850468,312.497812633376
2024-01-04 09:00:00,CISO,California Independent System Operator,19528,5408318.0,276.95196640721014,9,3,1,266.35828017724106,324.1225648021828,329.0062052236701
2024-01-04 10:00:00,CISO,California Independent System Operator,18408,4939674.0,268.34387222946543,10,3,1,276.95196640721014,312.63615998251555,315.7614389201907
2024-01-04 11:00:00,CISO,California Independent System Operator,17378,4760740.0,273.9521233743814,11,3,1,268.34387222946543,319.23047116302575,328.4346422113149
2024-01-04 12:00:00,CISO,California Independent System Operator,17089,4782119.0,279.836093393411,12,3,1,273.9521233743814,322.76252110298253,328.05302683993995
2024-01-04 13:00:00,CISO,California Independent System Operator,16928,4739828.0,279.9992911153119,13,3,1,279.836093393411,309.7388232696766,328.8511137906962
2024-01-04 14:00:00,CISO,California Independent System Operator,16918,4722674.0,279.15084525357605,14,3,1,279.9992911153119,293.83698336017176,318.5019373885233
2024-01-04 15:00:00,CISO,California Independent System Operator,18203,5117946.0,281.15947920672414,15,3,1,279.15084525357605,281.80389937754,305.51557251039117
2024-01-04 16:00:00,CISO,California Independent System Operator,20197,5431390.0,268.9206317769966,16,3,1,281.15947920672414,272.39384571482924,291.8644519634984
2024-01-04 17:00:00,CISO,California Independent System Operator,22076,5650909.0,255.97522196050008,17,3,1,268.9206317769966,260.90989423561194,277.98122917075085
2024-01-04 18:00:00,CISO,California Independent System Operator,24655,5394966.0,218.81833299533562,18,3,1,255.97522196050008,236.76873146197826,234.23295203495508
2024-01-04 19:00:00,CISO,California Independent System Operator,24712,4663457.0,188.71224506312723,19,3,1,218.81833299533562,211.43215613382898,216.8472265584348
2024-01-04 20:00:00,CISO,California Independent System Operator,24081,4783187.0,198.6290851708816,20,3,1,188.71224506312723,214.86592438931459,211.69821792260691
2024-01-04 21:00:00,CISO,California Independent System Operator,23495,4714824.0,200.67350500106406,21,3,1,198.6290851708816,214.64261183323913,216.06024786502812
2024-01-04 22:00:00,CISO,California Independent System Operator,23446,4939970.0,210.69564104751345,22,3,1,200.67350500106406,224.20882196162046,239.18580989172426
2024-01-04 23:00:00,CISO,California Independent System Operator,23763,4987235.0,209.87396372511887,23,3,1,210.69564104751345,217.61931172432605,235.0655086343029
2024-01-05 00:00:00,CISO,California Independent System Operator,23322,4700672.0,201.5552697024269,0,4,1,209.87396372511887,221.68471209341863,214.81469169904958
2024-01-05 01:00:00,CISO,California Independent System Operator,21599,4737887.0,219.35677577665632,1,4,1,201.5552697024269,218.45267489711935,206.43811432388586
2024-01-05 02:00:00,CISO,California Independent System Operator,21603,5528898.0,255.9319538952923,2,4,1,219.35677577665632,246.0830335861322,255.16110347535835
2024-01-05 03:00:00,CISO,California Independent System Operator,23047,5771022.0,250.40230832646333,3,4,1,255.9319538952923,245.54062409827281,270.1567810344029
2024-01-05 04:00:00,CISO,California Independent System Operator,23224,5935402.0,255.57190837065104,4,4,1,250.40230832646333,253.3778609895658,270.18840776435457
2024-01-05 05:00:00,CISO,California Independent System Operator,23005,6100053.0,265.1620517278852,5,4,1,255.57190837065104,253.27113053163689,266.38321318701503
2024-01-05 06:00:00,CISO,California Independent System Operator,21694,6022706.0,277.6208168157094,6,4,1,265.1620517278852,256.1268653431351,283.36894188067197
2024-01-05 07:00:00,CISO,California Independent System Operator,19687,5715650.0,290.3261035200894,7,4,1,277.6208168157094,261.44204901418834,297.49160503697783
2024-01-05 08:00:00,CISO,California Independent System Operator,18744,5857459.0,312.497812633376,8,4,1,290.3261035200894,266.35828017724106,307.7901995611744
2024-01-05 09:00:00,CISO,California Independent System Operator,17727,5832293.0,329.0062052236701,9,4,1,312.497812633376,276.95196640721014,324.5107233323952
2024-01-05 10:00:00,CISO,California Independent System Operator,16151,5099863.0,315.7614389201907,10,4,1,329.0062052236701,268.34387222946543,336.0795847750865
2024-01-05 11:00:00,CISO,California Independent System Operator,15484,5085482.0,328.4346422113149,11,4,1,315.7614389201907,273.9521233743814,333.92199847055826
2024-01-05 12:00:00,CISO,California Independent System Operator,15313,5023476.0,328.05302683993995,12,4,1,328.4346422113149,279.836093393411,327.4965465872156
2024-01-05 13:00:00,CISO,California Independent System Operator,15757,5181707.0,328.8511137906962,13,4,1,328.05302683993995,279.9992911153119,330.4128688183959
2024-01-05 14:00:00,CISO,California Independent System Operator,16259,5178523.0,318.5019373885233,14,4,1,328.8511137906962,279.15084525357605,330.84413080895007
2024-01-05 15:00:00,CISO,California Independent System Operator,17563,5365770.0,305.51557251039117,15,4,1,318.5019373885233,281.15947920672414,321.0003856041131
2024-01-05 16:00:00,CISO,California Independent System Operator,19506,5693108.0,291.8644519634984,16,4,1,305.51557251039117,268.9206317769966,303.390559212477
2024-01-05 17:00:00,CISO,California Independent System Operator,20404,5671929.0,277.98122917075085,17,4,1,291.8644519634984,255.97522196050008,289.68781244612995
2024-01-05 18:00:00,CISO,California Independent System Operator,20369,4771091.0,234.23295203495508,18,4,1,277.98122917075085,218.81833299533562,216.01248251372002
2024-01-05 19:00:00,CISO,California Independent System Operator,19218,4167370.0,216.8472265584348,19,4,1,234.23295203495508,188.71224506312723,188.24136838770985
2024-01-05 20:00:00,CISO,California Independent System Operator,19640,4157753.0,211.69821792260691,20,4,1,216.8472265584348,198.6290851708816,205.0077648066831
2024-01-05 21:00:00,CISO,California Independent System Operator,19204,4149221.0,216.06024786502812,21,4,1,211.69821792260691,200.67350500106406,216.73696872493986
2024-01-05 22:00:00,CISO,California Independent System Operator,18379,4395996.0,239.18580989172426,22,4,1,216.06024786502812,210.69564104751345,212.0740641996374
2024-01-05 23:00:00,CISO,California Independent System Operator,19631,4614571.0,235.0655086343029,23,4,1,239.18580989172426,209.87396372511887,204.298044397463
2024-01-06 00:00:00,CISO,California Independent System Operator,21359,4588227.0,214.81469169904958,0,5,1,235.0655086343029,201.5552697024269,183.16255560048523
2024-01-06 01:00:00,CISO,California Independent System Operator,20958,4326530.0,206.43811432388586,1,5,1,214.81469169904958,219.35677577665632,201.65140784245983
2024-01-06 02:00:00,CISO,California Independent System Operator,20372,5198142.0,255.16110347535835,2,5,1,206.43811432388586,255.9319538952923,230.98814486006603
2024-01-06 03:00:00,CISO,California Independent System Operator,21597,5834576.0,270.1567810344029,3,5,1,255.16110347535835,250.40230832646333,225.70137680799243
2024-01-06 04:00:00,CISO,California Independent System Operator,22101,5971434.0,270.18840776435457,4,5,1,270.1567810344029,255.57190837065104,230.15399880928754
2024-01-06 05:00:00,CISO,California Independent System Operator,21779,5801560.0,266.38321318701503,5,5,1,270.18840776435457,265.1620517278852,233.03652182710303
2024-01-06 06:00:00,CISO,California Independent System Operator,20716,5870271.0,283.36894188067197,6,5,1,266.38321318701503,277.6208168157094,235.88795620437955
2024-01-06 07:00:00,CISO,California Independent System Operator,20012,5953402.0,297.49160503697783,7,5,1,283.36894188067197,290.3261035200894,242.2061331584126
2024-01-06 08:00:00,CISO,California Independent System Operator,19142,5891720.0,307.7901995611744,8,5,1,297.49160503697783,312.497812633376,254.2404517931998
2024-01-06 09:00:00,CISO,California Independent System Operator,17765,5764933.0,324.5107233323952,9,5,1,307.7901995611744,329.0062052236701,269.45970095907546
2024-01-06 10:00:00,CISO,California Independent System Operator,16473,5536239.0,336.0795847750865,10,5,1,324.5107233323952,315.7614389201907,285.1824069077172
2024-01-06 11:00:00,CISO,California Independent System Operator,15692,5239904.0,333.92199847055826,11,5,1,336.0795847750865,328.4346422113149,292.34235403151064
2024-01-06 12:00:00,CISO,California Independent System Operator,14768,4836469.0,327.4965465872156,12,5,1,333.92199847055826,328.05302683993995,296.24456183965196
2024-01-06 13:00:00,CISO,California Independent System Operator,14438,4770501.0,330.4128688183959,13,5,1,327.4965465872156,328.8511137906962,284.39164506972725
2024-01-06 14:00:00,CISO,California Independent System Operator,14525,4805511.0,330.84413080895007,14,5,1,330.4128688183959,318.5019373885233,282.2067052727827
2024-01-06 15:00:00,CISO,California Independent System Operator,15560,4994766.0,321.0003856041131,15,5,1,330.84413080895007,305.51557251039117,277.3500968253037
2024-01-06 16:00:00,CISO,California Independent System Operator,16863,5116075.0,303.390559212477,16,5,1,321.0003856041131,291.8644519634984,269.3809052411593
2024-01-06 17:00:00,CISO,California Independent System Operator,17403,5041437.0,289.68781244612995,17,5,1,303.390559212477,277.98122917075085,260.0604328729428
2024-01-06 18:00:00,CISO,California Independent System Operator,18586,4014808.0,216.01248251372002,18,5,1,289.68781244612995,234.23295203495508,183.21486433730237
2024-01-06 19:00:00,CISO,California Independent System Operator,18942,3565668.0,188.24136838770985,19,5,1,216.01248251372002,216.8472265584348,160.47339507854355
2024-01-06 20:00:00,CISO,California Independent System Operator,18674,3828315.0,205.0077648066831,20,5,1,188.24136838770985,211.69821792260691,172.48525504782145
2024-01-06 21:00:00,CISO,California Independent System Operator,18705,4054065.0,216.73696872493986,21,5,1,205.0077648066831,216.06024786502812,208.62111580351188
2024-01-06 22:00:00,CISO,California Independent System Operator,18754,3977237.0,212.0740641996374,22,5,1,216.73696872493986,239.18580989172426,214.8536703084551
2024-01-06 23:00:00,CISO,California Independent System Operator,18920,3865319.0,204.298044397463,23,5,1,212.0740641996374,235.0655086343029,215.68428079242034
2024-01-02 00:00:00,NYIS,New York Independent System Operator,16374,4043834.0,246.9667765970441,0,1,1,250.10099607606398,250.2977089466274,242.73043962159153
2024-01-02 01:00:00,NYIS,New York Independent System Operator,16314,4048798.0,248.17935515508154,1,1,1,246.9667765970441,248.9051655629139,242.44722910565443
2024-01-02 02:00:00,NYIS,New York Independent System Operator,15970,3969087.0,248.5339386349405,2,1,1,248.17935515508154,246.9036919201962,240.69425393349087
2024-01-02 03:00:00,NYIS,New York Independent System Operator,15277,3735673.0,244.52922694246251,3,1,1,248.5339386349405,246.20247514708865,232.14184871904095
2024-01-02 04:00:00,NYIS,New York Independent System Operator,14651,3495078.0,238.55559347484814,4,1,1,244.52922694246251,242.61995099754986,227.20193485972268
2024-01-02 05:00:00,NYIS,New York Independent System Operator,14170,3305837.0,233.2983062808751,5,1,1,238.55559347484814,242.88611315209405,224.53065510466772
2024-01-02 06:00:00,NYIS,New York Independent System Operator,13708,3358739.0,245.0203530784943,6,1,1,233.2983062808751,244.41246624662466,228.6556590460062
2024-01-02 07:00:00,NYIS,New York Independent System Operator,13474,3297104.0,244.70120231557073,7,1,1,245.0203530784943,245.6832756284811,226.58614177803602
2024-01-02 08:00:00,NYIS,New York Independent System Operator,13249,3211980.0,242.4318816514454,8,1,1,244.70120231557073,241.67763713080168,230.367680805389
2024-01-02 09:00:00,NYIS,New York Independent System Operator,13317,3215976.0,241.49403018697905,9,1,1,242.4318816514454,237.61539653035936,235.5404457435148
2024-01-02 10:00:00,NYIS,New York Independent System Operator,13551,3284422.0,242.37488008265072,10,1,1,241.49403018697905,235.45079839534336,241.58095643536257
2024-01-02 11:00:00,NYIS,New York Independent System Operator,14368,3566760.0,248.2433184855234,11,1,1,242.37488008265072,237.60907395898073,251.3360473723168
2024-01-02 12:00:00,NYIS,New York Independent System Operator,15370,3727462.0,242.51541964866624,12,1,1,248.2433184855234,241.5325439380399,252.94021369896856
2024-01-02 13:00:00,NYIS,New York Independent System Operator,16126,3844978.0,238.43346149076027,13,1,1,242.51541964866624,231.59920260964117,248.81529411764706
2024-01-02 14:00:00,NYIS,New York Independent System Operator,16590,3929298.0,236.84737793851718,14,1,1,238.43346149076027,230.3913947651488,250.2406037827352
2024-01-02 15:00:00,NYIS,New York Independent System Operator,16082,3736118.0,232.316751647805,15,1,1,236.84737793851718,234.57557894736843,247.1828589108911
2024-01-02 16:00:00,NYIS,New York Independent System Operator,15724,3604918.0,229.2621470363775,16,1,1,232.316751647805,232.19742670322717,244.10398474972328
2024-01-02 17:00:00,NYIS,New York Independent System Operator,15588,3557710.0,228.23389787015654,17,1,1,229.2621470363775,230.72190772714407,244.23518045253383
2024-01-02 18:00:00,NYIS,New York Independent System Operator,15582,3557073.0,228.28090103966116,18,1,1,228.23389787015654,231.49369851439837,241.50651607298002
2024-01-02 19:00:00,NYIS,New York Independent System Operator,15825,3634851.0,229.69042654028436,19,1,1,228.28090103966116,233.95558948025814,240.5394956941949
2024-01-02 20:00:00,NYIS,New York Independent System Operator,15856,3689654.0,232.6976538849647,20,1,1,229.69042654028436,238.201351904957,245.58618600424114
2024-01-02 21:00:00,NYIS,New York Independent System Operator,16068,3758644.0,233.9210853871048,21,1,1,232.6976538849647,238.42904841402338,249.52724320423383
2024-01-02 22:00:00,NYIS,New York Independent System Operator,16968,4108825.0,242.15140264026402,22,1,1,233.9210853871048,246.6281222264486,252.75809480452966
2024-01-02 23:00:00,NYIS,New York Independent System Operator,17857,4376913.0,245.10908887271097,23,1,1,242.15140264026402,250.10099607606398,255.3969634842356
2024-01-03 00:00:00,NYIS,New York Independent System Operator,17970,4361866.0,242.73043962159153,0,2,1,245.10908887271097,246.9667765970441,256.19617927994125
2024-01-03 01:00:00,NYIS,New York Independent System Operator,17756,4304893.0,242.44722910565443,1,2,1,242.73043962159153,248.17935515508154,253.42554668517874
2024-01-03 02:00:00,NYIS,New York Independent System Operator,17351,4176286.0,240.69425393349087,2,2,1,242.44722910565443,248.5339386349405,248.9094247246022
2024-01-03 03:00:00,NYIS,New York Independent System Operator,16433,3814787.0,232.14184871904095,3,2,1,240.69425393349087,244.52922694246251,244.12699969353355
2024-01-03 04:00:00,NYIS,New York Independent System Operator,15505,3522766.0,227.20193485972268,4,2,1,232.14184871904095,238.55559347484814,243.05523083995533
2024-01-03 05:00:00,NYIS,New York Independent System Operator,14761,3314297.0,224.53065510466772,5,2,1,227.20193485972268,233.2983062808751,250.70281040268458
2024-01-03 06:00:00,NYIS,New York Independent System Operator,14172,3240508.0,228.6556590460062,6,2,1,224.53065510466772,245.0203530784943,251.71533955304838
2024-01-03 07:00:00,NYIS,New York Independent System Operator,13768,3119638.0,226.58614177803602,7,2,1,228.6556590460062,244.70120231557073,250.49073382155134
2024-01-03 08:00:00,NYIS,New York Independent System Operator,13509,3112037.0,230.367680805389,8,2,1,226.58614177803602,242.4318816514454,247.29938977879482
2024-01-03 09:00:00,NYIS,New York Independent System Operator,13685,3223371.0,235.5404457435148,9,2,1,230.367680805389,241.49403018697905,247.19049056603774
2024-01-03 10:00:00,NYIS,New York Independent System Operator,14094,3404842.0,241.58095643536257,10,2,1,235.5404457435148,242.37488008265072,247.57782404997397
2024-01-03 11:00:00,NYIS,New York Independent System Operator,14861,3735105.0,251.3360473723168,11,2,1,241.58095643536257,248.2433184855234,248.2525175886329
2024-01-03 12:00:00,NYIS,New York Independent System Operator,16191,4095355.0,252.94021369896856,12,2,1,251.3360473723168,242.51541964866624,244.99830960275665
2024-01-03 13:00:00,NYIS,New York Independent System Operator,17000,4229860.0,248.81529411764706,13,2,1,252.94021369896856,238.43346149076027,243.83292131444077
2024-01-03 14:00:00,NYIS,New York Independent System Operator,16496,4127969.0,250.2406037827352,14,2,1,248.81529411764706,236.84737793851718,241.7406386675454
2024-01-03 15:00:00,NYIS,New York Independent System Operator,16160,3994475.0,247.1828589108911,15,2,1,250.2406037827352,232.316751647805,239.93275954814416
2024-01-03 16:00:00,NYIS,New York Independent System Operator,16262,3969619.0,244.10398474972328,16,2,1,247.1828589108911,229.2621470363775,239.71414936769267
2024-01-03 17:00:00,NYIS,New York Independent System Operator,16043,3918265.0,244.23518045253383,17,2,1,244.10398474972328,228.23389787015654,240.7366858527719
2024-01-03 18:00:00,NYIS,New York Independent System Operator,16114,3891636.0,241.50651607298002,18,2,1,244.23518045253383,228.28090103966116,235.12909563343683
2024-01-03 19:00:00,NYIS,New York Independent System Operator,16141,3882548.0,240.5394956941949,19,2,1,241.50651607298002,229.69042654028436,231.568827850527
2024-01-03 20:00:00,NYIS,New York Independent System Operator,16505,4053400.0,245.58618600424114,20,2,1,240.5394956941949,232.6976538849647,234.22031892363273
2024-01-03 21:00:00,NYIS,New York Independent System Operator,16628,4149139.0,249.52724320423383,21,2,1,245.58618600424114,233.9210853871048,241.4022096148104
2024-01-03 22:00:00,NYIS,New York Independent System Operator,17573,4441718.0,252.75809480452966,22,2,1,249.52724320423383,242.15140264026402,245.44640511678372
2024-01-03 23:00:00,NYIS,New York Independent System Operator,18047,4609149.0,255.3969634842356,23,2,1,252.75809480452966,245.10908887271097,249.47457905994625
2024-01-04 00:00:00,NYIS,New York Independent System Operator,17693,4532879.0,256.19617927994125,0,3,1,255.3969634842356,242.73043962159153,249.34382674704176
2024-01-04 01:00:00,NYIS,New York Independent System Operator,17286,4380714.0,253.42554668517874,1,3,1,256.19617927994125,242.44722910565443,249.4607408228901
2024-01-04 02:00:00,NYIS,New York Independent System Operator,17157,4270539.0,248.9094247246022,2,3,1,253.42554668517874,240.69425393349087,249.2373423044575
2024-01-04 03:00:00,NYIS,New York Independent System Operator,16315,3982932.0,244.12699969353355,3,3,1,248.9094247246022,232.14184871904095,251.7287862204044
2024-01-04 04:00:00,NYIS,New York Independent System Operator,15227,3701002.0,243.05523083995533,4,3,1,244.12699969353355,227.20193485972268,255.9547525053143
2024-01-04 05:00:00,NYIS,New York Independent System Operator,14304,3586053.0,250.70281040268458,5,3,1,243.05523083995533,224.53065510466772,258.78294372855015
2024-01-04 06:00:00,NYIS,New York Independent System Operator,13827,3480468.0,251.71533955304838,6,3,1,250.70281040268458,228.6556590460062,240.18888651116342
2024-01-04 07:00:00,NYIS,New York Independent System Operator,13382,3352067.0,250.49073382155134,7,3,1,251.71533955304838,226.58614177803602,239.75123834498834
2024-01-04 08:00:00,NYIS,New York Independent System Operator,13110,3242095.0,247.29938977879482,8,3,1,250.49073382155134,230.367680805389,245.26522564626845
2024-01-04 09:00:00,NYIS,New York Independent System Operator,13250,3275274.0,247.19049056603774,9,3,1,247.29938977879482,235.5404457435148,248.4502038439138
2024-01-04 10:00:00,NYIS,New York Independent System Operator,13447,3329179.0,247.57782404997397,10,3,1,247.19049056603774,241.58095643536257,247.10419100467288
2024-01-04 11:00:00,NYIS,New York Independent System Operator,14498,3599165.0,248.2525175886329,11,3,1,247.57782404997397,251.3360473723168,247.84351277944145
2024-01-04 12:00:00,NYIS,New York Independent System Operator,15381,3768319.0,244.99830960275665,12,3,1,248.2525175886329,252.94021369896856,248.2262290743069
2024-01-04 13:00:00,NYIS,New York Independent System Operator,16585,4043969.0,243.83292131444077,13,3,1,244.99830960275665,248.81529411764706,248.80079244132887
2024-01-04 14:00:00,NYIS,New York Independent System Operator,16691,4034893.0,241.7406386675454,14,3,1,243.83292131444077,250.2406037827352,249.41305418719213
2024-01-04 15:00:00,NYIS,New York Independent System Operator,16731,4014315.0,239.93275954814416,15,3,1,241.7406386675454,247.1828589108911,246.3147842056933
2024-01-04 16:00:00,NYIS,New York Independent System Operator,16764,4018568.0,239.71414936769267,16,3,1,239.93275954814416,244.10398474972328,242.6457026927333
2024-01-04 17:00:00,NYIS,New York Independent System Operator,16505,3973359.0,240.7366858527719,17,3,1,239.71414936769267,244.23518045253383,231.2994546037857
2024-01-04 18:00:00,NYIS,New York Independent System Operator,15779,3710102.0,235.12909563343683,18,3,1,240.7366858527719,241.50651607298002,227.59459459459458
2024-01-04 19:00:00,NYIS,New York Independent System Operator,15655,3625210.0,231.568827850527,19,3,1,235.12909563343683,240.5394956941949,230.67403490890558
